timestamp,time,temp_C,pressure_hPa,humidity,temp_min_C,temp_max_C,wind_m_s,wind_deg,clouds_percent
1741280400,2025-03-07T06:00:00,12.19,1017,83,9.91,12.66,3.6,170,0
1741284000,2025-03-07T07:00:00,11.86,1018,83,11.42,12.66,2.57,160,0
1741287600,2025-03-07T08:00:00,12.58,1018,82,11.51,13.21,3.09,170,0
1741291200,2025-03-07T09:00:00,14.07,1018,77,12.31,14.32,2.57,160,0
1741294800,2025-03-07T10:00:00,16.29,1018,68,15.86,17.45,2.24,189,0
1741298400,2025-03-07T11:00:00,18.93,1018,62,18.17,19.75,3.13,210,0
1741302000,2025-03-07T12:00:00,20.83,1017,61,19.32,21.48,2.68,147,1
1741305600,2025-03-07T13:00:00,21.44,1017,60,20.47,21.97,4.02,216,1
1741309200,2025-03-07T14:00:00,21.57,1017,61,20.51,22.39,7.2,230,3
1741312800,2025-03-07T15:00:00,21.46,1016,64,20.51,22.06,6.69,230,3
1741316400,2025-03-07T16:00:00,21.25,1016,63,20.51,22.45,7.2,230,2
1741320000,2025-03-07T17:00:00,20.93,1016,71,20.51,21.58,7.2,230,2
1741323600,2025-03-07T18:00:00,21.07,1016,66,19.86,21.83,4.92,211,2
1741327200,2025-03-07T19:00:00,19.93,1016,73,19.19,20.44,6.69,220,20
1741330800,2025-03-07T20:00:00,18.18,1016,75,17.13,18.51,6.17,220,40
1741334400,2025-03-07T21:00:00,16.98,1017,75,15.42,17.51,6.69,220,40
1741338000,2025-03-07T22:00:00,16.67,1017,75,14.35,17.51,5.66,220,20
1741341600,2025-03-07T23:00:00,15.25,1017,81,13,15.99,0.89,247,4
1741345200,2025-03-08T00:00:00,14.94,1017,82,12.08,15.99,2.4,213,13
